# x_m, y_m, w_tr_right_m, w_tr_left_m,Timestamp
58.372392336631584,-73.1011402264941,1.1,1.1,7.38
58.73207348581763,-73.31454719105174,1.1,1.1,7.4
59.08723663716894,-73.53041152346576,1.1,1.1,7.42
59.43812340239319,-73.75044782856531,1.1,1.1,7.44
59.78496344126202,-73.97636647820214,1.1,1.1,7.46
60.12744625243624,-74.20968138427888,1.1,1.1,7.48
60.46450761560795,-74.45163330715911,1.1,1.1,7.5
60.79503201674365,-74.70343785834095,1.1,1.1,7.5200000000000005
61.119223219753536,-74.96496506051956,1.1,1.1,7.54
61.44026251462192,-75.23295693212083,1.1,1.1,7.5600000000000005
61.71629546621414,-75.52480702611246,1.1,1.1,7.58
61.80658329629479,-75.90072728744094,1.1,1.1,7.6000000000000005
61.69318764281015,-76.31518291465666,1.1,1.1,7.62
61.46253478149503,-76.66366177975996,1.1,1.1,7.640000000000001
61.179210235903085,-76.96358756455746,1.1,1.1,7.66
60.8782885394324,-77.24458430460002,1.1,1.1,7.68
60.56455868346829,-77.51160184441267,1.1,1.1,7.7
60.24080007414463,-77.76795286227697,1.1,1.1,7.72
59.90979211759527,-78.01694970447629,1.1,1.1,7.74
59.57431430295369,-78.26190521529134,1.1,1.1,7.76
59.23714603635379,-78.50613174100548,1.1,1.1,7.78
58.90094654057224,-78.75277214280861,1.1,1.1,7.8
58.56664001566583,-79.00251506801737,1.1,1.1,7.82
58.233845991669554,-79.2542036688194,1.1,1.1,7.84
57.90215204378934,-79.50663644364106,1.1,1.1,7.86
57.57114591323024,-79.75861147591104,1.1,1.1,7.88
57.24041517519813,-80.00892726405576,1.1,1.1,7.9
56.90954806889543,-80.25638720347544,1.1,1.1,7.92
56.57824637691717,-80.50071664863911,1.1,1.1,7.94
56.246453576565685,-80.74361061648067,1.1,1.1,7.96
55.91414468497462,-80.98701718958047,1.1,1.1,7.98
55.581294387279314,-81.23288478251708,1.1,1.1,8.0
55.24787770061347,-81.48316180986913,1.1,1.1,8.02
54.91386931011246,-81.73979652021605,1.1,1.1,8.040000000000001
54.5791521864022,-82.00429319751194,1.1,1.1,8.06
54.24046784991121,-82.262985964851,1.1,1.1,8.08
53.89071045964631,-82.48363148669205,1.1,1.1,8.1
53.5225397838679,-82.63285240455934,1.1,1.1,8.120000000000001
53.13126194868194,-82.68160833578021,1.1,1.1,8.14
52.729785294046046,-82.62970282040541,1.1,1.1,8.16
52.33820152249644,-82.48871031252709,1.1,1.1,8.18
51.97646065632711,-82.27034213250533,1.1,1.1,8.2
51.66249250863755,-81.98757384993814,1.1,1.1,8.22
51.41286105183258,-81.65423601285052,1.1,1.1,8.24
51.244103117462224,-81.28417527118144,1.1,1.1,8.26
51.16400813086346,-80.89010225994593,1.1,1.1,8.28
51.150684295128194,-80.48087402777064,1.1,1.1,8.3
51.1759501899894,-80.0645310736496,1.1,1.1,8.32
51.214550627528574,-79.64820969941314,1.1,1.1,8.34
51.25883819464922,-79.23360707998364,1.1,1.1,8.36
51.30771987019752,-78.82039520111553,1.1,1.1,8.38
51.3601137549602,-78.40824297757968,1.1,1.1,8.4
51.4149380327235,-77.99681907514828,1.1,1.1,8.42
51.471110721274606,-77.58579232559266,1.1,1.1,8.44
51.527569177297245,-77.17483728765345,1.1,1.1,8.46
51.58375705476711,-76.76378439323766,1.1,1.1,8.48
51.63966273374637,-76.35263181635501,1.1,1.1,8.5
51.695301652152445,-75.94138586497183,1.1,1.1,8.52
51.75068916490319,-75.53005284705432,1.1,1.1,8.540000000000001
51.80584079291562,-75.11863907056876,1.1,1.1,8.56
51.86077172510845,-74.70715092648096,1.1,1.1,8.58
51.915497399399165,-74.29559480575676,1.1,1.1,8.6
51.97003325370513,-73.88397701636242,1.1,1.1,8.620000000000001
52.02439464294429,-73.47230386626416,1.1,1.1,8.64
52.07859700503401,-73.06058174642784,1.1,1.1,8.66
52.132655611892645,-72.64881704781924,1.1,1.1,8.68
